,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,ChgOffPrinGr,GrAppv,SBA_Appv,ChgOffHist,MIS_Status
352749,3456896009,BROADVIEW SERVICES,BROADVIEW,MT,59105,STOCKMAN BANK OF MONTANA,MT,447110,7-Oct-08,2009,158,6,1.0,0,6,1,2,T,N,,31-Oct-08,"$224,920.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$50,000.00 ",False,P I F
123727,1902525009,"LANCE J LAVENDER, INC.",RHINEBECK,NY,12572,CITIZENS BANK NATL ASSOC,RI,531210,30-Jun-06,2006,60,1,1.0,1,2,0,1,N,N,1-Jul-10,31-Jul-06,"$90,000.00 ",$0.00 ,"$84,103.00 ","$90,000.00 ","$45,000.00 ",False,CHGOFF
267378,2866985003,Chang Y. Cha,Huntington Station,NY,11746,SHINHAN BANK AMERICA,NY,812310,17-Dec-07,2008,108,2,2.0,0,2,0,1,N,N,28-Feb-14,31-Dec-07,"$100,000.00 ",$0.00 ,"$88,770.00 ","$100,000.00 ","$85,000.00 ",False,CHGOFF
310668,3142763003,"ACCENT CARPET & GLASS, INC",COLORADO SPRINGS,CO,80909,FIRST COMM. BANK NATL ASSOC,TX,235520,22-Feb-88,1988,86,8,1.0,0,0,0,0,N,N,6-Jun-91,22-Feb-88,"$125,000.00 ",$0.00 ,"$77,489.00 ","$125,000.00 ","$112,500.00 ",False,CHGOFF
303495,3095646008,ARTEMIDA WEDDING GALLERY CORP,BROOKLYN,NY,11235,"CITIBANK, N.A.",SD,448190,12-Dec-07,2008,36,4,1.0,1,4,1,1,Y,N,23-Jan-12,31-Dec-07,"$235,442.00 ",$0.00 ,"$64,335.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
170688,2223274002,MEDIAMERICA,LORTON,VA,22079,MANUFACTURERS & TRADERS TR CO,MD,514210,29-Jul-98,1998,231,35,1.0,0,0,1,0,N,N,12-May-08,31-Jul-98,"$400,000.00 ",$0.00 ,"$244,431.00 ","$400,000.00 ","$300,000.00 ",False,CHGOFF
876006,9476171008,JARRED DISTRIBUTORS INC,NEW YORK,NY,10001,BANCO POPULAR NORTH AMERICA,NY,0,1-Nov-79,1980,60,4,1.0,0,0,0,0,N,N,27-Jul-92,7-Dec-79,"$100,000.00 ",$0.00 ,"$71,010.00 ","$100,000.00 ","$90,000.00 ",False,CHGOFF
668771,6802884000,KELLER WILLIAMS DENVER CENTRAL,DENVER,CO,80206,WELLS FARGO BANK NATL ASSOC,MN,531210,16-Oct-03,2004,54,5,1.0,0,5,1,1,0,N,,31-Oct-03,"$540,000.00 ",$0.00 ,$0.00 ,"$540,000.00 ","$405,000.00 ",False,P I F
40911,1317144005,"ALABAMA COMPUTER ASSOCIATES, I",BIRMINGHAM,AL,35202,M & F BANK,AL,334111,5-Jun-97,1997,95,50,1.0,0,0,1,0,N,N,12-Jan-01,31-Aug-97,"$500,000.00 ",$0.00 ,"$378,336.00 ","$500,000.00 ","$375,000.00 ",False,CHGOFF
107176,1786364004,"CINCO ENTERPRISES, LTD",EL PASO,TX,79902,COMPASS BANK,TX,0,15-Jan-98,1998,61,20,2.0,0,0,1,0,N,N,30-Jun-06,15-Mar-98,"$787,000.00 ",$0.00 ,"$431,057.00 ","$787,000.00 ","$590,250.00 ",False,CHGOFF
445365,4324783004,TRAVEL HAUS,SEYMOUR,IN,47274,"PNC BANK, NATIONAL ASSOCIATION",IN,561510,14-Dec-90,1991,67,7,1.0,0,0,1,0,N,N,7-Dec-94,30-Apr-91,"$50,000.00 ",$0.00 ,$0.00 ,"$50,000.00 ","$42,500.00 ",False,CHGOFF
329708,3291733009,CASCADE CELLARS MANAGEMENT GRP,SEATTLE,WA,98105,BANNER BANK,WA,312130,29-Aug-88,1988,38,22,1.0,0,0,0,0,N,N,24-Sep-96,31-Oct-88,"$500,000.00 ",$0.00 ,$385.00 ,"$500,000.00 ","$425,000.00 ",False,CHGOFF
132896,1970065004,IbrahimFetic,Hamtramck,MI,48212,"PNC BANK, NATIONAL ASSOCIATION",OH,484110,15-Aug-06,2006,34,1,1.0,1,0,0,1,N,N,,31-Oct-06,"$23,600.00 ",$0.00 ,$0.00 ,"$23,600.00 ","$11,800.00 ",False,P I F
340546,3375983000,"HAROLD RAY WHISENANT,PUBLIC AC",ARAB,AL,35016,PEOPLES BANK OF ALABAMA,AL,0,30-Jan-89,1989,116,4,1.0,0,0,0,0,N,N,13-Feb-90,30-Apr-89,"$60,000.00 ",$0.00 ,"$40,999.00 ","$60,000.00 ","$48,000.00 ",False,CHGOFF
9794,1068184004,"FRANKLIN COUNTY BREWERY, INC.",ST. ALBANS,VT,5478,"TD BANK, NATIONAL ASSOCIATION",VT,0,26-Mar-97,1997,11,4,2.0,0,0,1,0,N,Y,2-Oct-01,30-Apr-97,"$36,800.00 ",$0.00 ,"$6,405.00 ","$36,800.00 ","$29,440.00 ",False,CHGOFF
156109,2135424010,JACAB'S CONVENIENCE STORE,PROVIDENCE,RI,0,WASHINGTON TR CO OF WESTERLY,RI,0,16-Jun-98,1998,49,3,1.0,0,0,1,0,0,Y,2-Aug-01,31-Jul-98,"$25,000.00 ",$0.00 ,"$19,230.00 ","$25,000.00 ","$20,000.00 ",False,CHGOFF
269401,2879125002,Allendorf Pump it Up,Colorado Springs,CO,80922,WELLS FARGO BANK NATL ASSOC,SD,561499,24-Dec-07,2008,102,2,1.0,2,9,0,1,N,N,17-Sep-09,31-Dec-07,"$385,000.00 ",$0.00 ,"$354,335.00 ","$385,000.00 ","$288,750.00 ",False,CHGOFF
192185,2359584000,ADVANCED MODELING & CONSULTING,ERIE,PA,16506,UPS CAPITAL BUSINESS CREDIT,CT,541330,29-Sep-98,1998,108,9,1.0,0,0,1,0,N,N,9-Sep-08,30-Sep-98,"$535,000.00 ",$0.00 ,"$421,204.00 ","$535,000.00 ","$401,250.00 ",False,CHGOFF
660436,6674204000,D&R AUTOMOTIVE LLC,LAKE HIAWATHA,NJ,7034,"PNC BANK, NATIONAL ASSOCIATION",DE,811111,11-Sep-03,2003,99,2,1.0,2,2,1,1,0,N,,30-Sep-03,"$150,000.00 ",$0.00 ,$0.00 ,"$150,000.00 ","$127,500.00 ",False,P I F
253471,2781086001,MILLENNIUM GROUP INC,WOONSOCKET,RI,2895,COASTWAY COMMUNITY BANK,RI,238110,3-May-07,2007,21,25,1.0,10,25,1,1,Y,N,15-Jun-12,31-Mar-08,"$403,799.00 ",$0.00 ,"$151,650.00 ","$200,000.00 ","$100,000.00 ",False,CHGOFF
210065,2483106007,DINING IN VIRGINIA (DIVA) ENTE,HAYMARKET,VA,20169,"PNC BANK, NATIONAL ASSOCIATION",MD,445299,20-Oct-06,2007,92,1,2.0,4,1,28228,1,0,N,2-Mar-10,31-Dec-06,"$75,000.00 ",$0.00 ,"$61,266.00 ","$75,000.00 ","$56,250.00 ",True,CHGOFF
174060,2243916004,PAPANINI'S COFFEE BISTRO,GRETNA,LA,70123,GULF COAST BK & TR CO,LA,722211,19-Jul-06,2006,201,4,2.0,1,3,1,0,0,N,21-Dec-10,31-Oct-06,"$150,000.00 ",$0.00 ,"$112,084.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
743683,7735754000,CAMPTON HARDWARE AND HOME CENT,CAMPTON,KY,41301,"WHITAKER BANK, INC",KY,444130,30-Aug-04,2004,231,8,2.0,0,0,1,2,N,N,20-May-08,30-Sep-04,"$350,000.00 ",$0.00 ,"$285,264.00 ","$350,000.00 ","$262,500.00 ",False,CHGOFF
590047,5825144010,"NANDOR TECHNOLOGIES, INC.",PORT JERVIS,NY,12771,"TD BANK, NATIONAL ASSOCIATION",DE,562998,31-Oct-02,2003,76,5,2.0,0,0,1,1,N,N,,29-Feb-04,"$75,000.00 ",$0.00 ,$0.00 ,"$75,000.00 ","$63,750.00 ",False,P I F
331190,3307803001,"JEZ MIDWEST MACHINE & ENGINES,",BISMARCK,ND,58504,U.S. BANK NATIONAL ASSOCIATION,OH,0,29-Sep-88,1988,106,7,1.0,0,0,0,0,N,N,3-May-90,31-Oct-88,"$125,000.00 ",$0.00 ,"$34,604.00 ","$125,000.00 ","$106,250.00 ",False,CHGOFF
885205,9685873005,MELISSA'S,NEW ORLEANS,LA,70130,FIRST NATIONAL BANK USA,LA,0,23-Oct-96,1997,166,10,1.0,0,0,1,0,N,Y,25-Jan-02,30-Jun-97,"$45,000.00 ",$0.00 ,"$31,196.00 ","$45,000.00 ","$36,000.00 ",False,CHGOFF
755775,7908413006,RIVER TWIN CINEMAS,FALLS CITY,NE,68355,AMERICAN NATIONAL BANK,NE,512131,14-Dec-94,1995,85,3,1.0,0,0,1,0,N,N,3-Jan-03,31-Jan-95,"$165,000.00 ",$0.00 ,"$88,923.00 ","$165,000.00 ","$123,750.00 ",False,CHGOFF
207800,2466075002,COOKIE FACTORY LLC,CONYERS,GA,30013,BRANCH BK. & TR CO,NC,812990,21-May-07,2007,88,2,2.0,2,2,0,2,N,N,4-Sep-12,30-Jun-07,"$58,200.00 ",$0.00 ,"$45,571.00 ","$58,200.00 ","$29,100.00 ",False,CHGOFF
12348,1088004004,"BASYS POINT SYSTEMS, INC.",CHICAGO,IL,60606,BMO HARRIS BK NATL ASSOC,IL,0,2-Apr-97,1997,4,2,1.0,0,0,1,0,N,Y,,31-May-97,"$60,000.00 ",$0.00 ,$0.00 ,"$60,000.00 ","$48,000.00 ",False,P I F
851679,9131884002,OLD TOWN PAINTING INC,PARK CITY,UT,84098,"FRONTIER BANK, FSB",CA,238320,28-Sep-05,2005,34,13,2.0,1,5,1,2,Y,N,,30-Nov-05,"$47,263.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$12,500.00 ",False,P I F
436303,4232244005,DISCOUNT CARPET & TILE/D ELLIS,TOPOCK,AZ,86436,FIRST NATIONAL BANK OF NEVADA,NV,442210,22-Jan-01,2001,36,2,1.0,0,0,1,1,0,Y,27-Jun-06,31-Mar-01,"$83,500.00 ",$0.00 ,"$70,136.00 ","$83,500.00 ","$70,975.00 ",False,CHGOFF
202776,2429545002,A Choice Funding LLC,Vestal,NY,13850,MANUFACTURERS & TRADERS TR CO,NY,522310,2-May-07,2007,12,15,2.0,0,15,0,1,N,N,21-Feb-12,31-May-07,"$50,000.00 ",$0.00 ,"$26,426.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
519579,5026754009,MINUTEMAN PRESS,AUSTIN,TX,78754,BANK OF AMERICA NATL ASSOC,NC,323119,5-Nov-01,2002,60,3,1.0,0,3,1,1,Y,N,,31-Dec-01,"$25,000.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$12,500.00 ",True,P I F
874282,9447123008,"ASPEN QUALITY CARE, INC.",PITTSBURGH,PA,15222,FIRST COMMONWEALTH BANK,PA,0,9-Aug-96,1996,9,10,1.0,0,0,1,0,N,N,28-Mar-02,31-May-97,"$400,000.00 ",$0.00 ,"$214,682.00 ","$400,000.00 ","$300,000.00 ",False,CHGOFF
848365,9096044001,WILD WOOD CHAINSAW CARVINGS,MAQUOKETA,IA,52060,BBCN BANK,CA,453998,13-Sep-05,2005,48,1,1.0,0,1,1,1,0,N,3-Nov-08,30-Sep-05,"$10,000.00 ",$0.00 ,"$7,422.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
592386,5858893001,"INTEGRATED SYSTEMS GROUP, INC.",EL PASO,TX,79925,BANK OF AMERICA NATL ASSOC,TX,514210,16-Aug-93,1993,5,5,2.0,0,0,1,0,N,N,,31-Oct-93,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$75,000.00 ",False,P I F
792576,8440173004,TRANSCO CONTRACTING CO.,SAN ANTONIO,TX,78220,COMERICA BANK,TX,0,20-Jun-95,1995,154,1,1.0,0,0,1,0,N,N,,31-Oct-95,"$250,000.00 ",$0.00 ,$0.00 ,"$250,000.00 ","$207,500.00 ",False,P I F
424399,4103324009,THE PENDER AGENCY,TEXARKANA,TX,75503,CAPITAL ONE NATL ASSOC,TX,541810,4-Dec-00,2001,65,6,1.0,0,0,1,1,0,Y,7-Feb-03,28-Feb-01,"$78,000.00 ",$0.00 ,"$66,854.00 ","$78,000.00 ","$62,400.00 ",False,CHGOFF
633366,6293424003,NEW YORK STYLE DELI RESTAURANT,BELLTOWN,CT,6901,FIRST NIAGARA BANK NATL ASSOC,NY,722110,2-May-03,2003,24,7,1.0,0,7,1,2,Y,N,27-Sep-06,31-Aug-03,"$15,979.00 ",$0.00 ,"$13,962.00 ","$15,000.00 ","$7,500.00 ",False,CHGOFF
737261,7666434004,SUN ON THE RUN,PARK RIDGE,IL,60068,U.S. BANK NATIONAL ASSOCIATION,IL,812990,4-Aug-04,2004,66,2,1.0,0,0,1,1,0,Y,19-Apr-06,31-Aug-04,"$68,000.00 ",$0.00 ,"$61,738.00 ","$68,000.00 ","$57,800.00 ",False,CHGOFF
556713,5471734001,PRIDE & QUALITY CONSTRUCTION I,CARVER,MA,2366,CITIZENS BANK NATL ASSOC,RI,235510,18-Jun-02,2002,0,2,1.0,2,2,1,1,Y,N,30-Jan-10,31-Jul-02,"$96,504.00 ",$0.00 ,"$48,849.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
680585,7014774006,SUGARFACTORY SMOKE HOUSE,LAYTON,UT,84041,1ST NATL BK OF LAYTON,UT,722110,9-Dec-03,2004,63,3,1.0,7,3,1,1,0,N,,31-Jan-04,"$94,600.00 ",$0.00 ,$0.00 ,"$94,600.00 ","$80,410.00 ",False,P I F
158521,2150024006,RAYANNS,CUSHING,OK,74023,BANCFIRST,OK,0,22-Jun-98,1998,104,1,2.0,0,0,1,0,N,N,28-Jul-00,30-Jun-98,"$60,000.00 ",$0.00 ,"$18,852.00 ","$60,000.00 ","$48,000.00 ",False,CHGOFF
249003,2753025001,Kettelie Paul dba Ketou Boutiq,MATTAPAN,MA,2126,SANTANDER BANK NATL ASSOC,DE,448120,11-Oct-07,2008,56,1,2.0,0,1,0,1,N,N,,29-Feb-08,"$10,000.00 ",$0.00 ,$0.00 ,"$10,000.00 ","$5,000.00 ",False,P I F
128877,1940145003,Next Generation Salon & Spa,Boiling Springs,NC,28017,"BUSINESS LOAN CENTER, LLC",FL,812112,26-Jul-06,2006,60,2,1.0,6,2,0,1,N,N,16-Aug-10,31-Aug-06,"$50,000.00 ",$0.00 ,"$44,327.00 ","$50,000.00 ","$42,500.00 ",False,CHGOFF
95667,1709822004,PADUCAH IMPLEMENT CO INC,PADUCAH,TX,79248,THE FIRST NATIONAL BANK,TX,0,8-Aug-80,1980,101,13,1.0,0,0,31150,0,N,N,27-Jul-90,27-Aug-80,"$134,000.00 ",$0.00 ,"$106,740.00 ","$134,000.00 ","$64,320.00 ",False,CHGOFF
332859,3319603008,COMET CLEANERS & SHIRT LAUNDRY,STOCKTON,CA,95207,WELLS FARGO BANK NATL ASSOC,CA,812320,21-Oct-88,1989,58,5,2.0,0,0,18510,0,N,N,,31-Jan-89,"$110,000.00 ",$0.00 ,$0.00 ,"$110,000.00 ","$99,000.00 ",False,P I F
533890,5212114009,HAULER RACKS,ROMOLAND (ETHANAC),CA,92585,PACIFIC WESTERN BANK,CA,336399,12-Feb-02,2002,153,5,1.0,2,5,1,1,0,N,,31-Mar-02,"$832,500.00 ",$0.00 ,$0.00 ,"$832,500.00 ","$624,375.00 ",False,P I F
638797,6359664009,"BN SYSTEMS, INC.",ORCHARD PARK,NY,14127,EVANS BANK NATL ASSOC,NY,238210,29-May-03,2003,51,14,1.0,0,0,1,1,N,N,,31-Dec-03,"$612,142.00 ",$0.00 ,$0.00 ,"$175,000.00 ","$131,250.00 ",False,P I F
242828,2712756008,"BROWN BUSINESS GROUP, LLC",GHOLSON,TX,76705,COMERICA BANK,TX,447110,14-Mar-07,2007,178,5,2.0,0,0,1,2,N,N,31-Oct-13,30-Apr-07,"$300,000.00 ",$0.00 ,"$73,282.00 ","$300,000.00 ","$225,000.00 ",False,CHGOFF
90134,1670395007,Dr Brian L Fox Do,HAMMOND,IN,46323,JPMORGAN CHASE BANK NATL ASSOC,IL,621111,17-Feb-06,2006,36,1,1.0,1,1,0,1,Y,N,7-Jun-10,31-Mar-06,"$40,273.00 ",$0.00 ,"$9,509.00 ","$25,000.00 ","$12,500.00 ",False,CHGOFF
513758,4969324010,NATIONAL CONCRETE TANK INC,CONCORD,MA,1742,DANVERSBANK,MA,235710,9-Oct-01,2002,98,3,2.0,3,0,1,1,0,N,,28-May-04,"$575,000.00 ",$0.00 ,$0.00 ,"$575,000.00 ","$431,250.00 ",False,P I F
222878,2575924000,UPSTATE DEVELOPMENT PROPERTIES,WOODRUFF,SC,29301,GE CAP. SMALL BUS. FINAN CORP,TX,333319,7-Dec-98,1999,196,67,1.0,0,0,1,0,0,N,11-Sep-06,31-Dec-98,"$1,150,000.00 ",$0.00 ,"$464,615.00 ","$1,150,000.00 ","$529,000.00 ",False,CHGOFF
223815,2582685005,"Milano, LTD., Incorporated of",UNION CITY,NJ,7087,"PNC BANK, NATIONAL ASSOCIATION",DE,448110,19-Jul-07,2007,80,4,1.0,2,4,0,1,N,N,7-Jul-11,30-Sep-07,"$199,855.00 ",$0.00 ,"$96,595.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
328009,3275654005,SWANDAL BUILDERS,OLD TOWN,ME,4468,"MERRILL BANK, A DIVISION OF",ME,233320,19-Oct-99,2000,6,2,1.0,2,0,1,2,Y,N,,31-Oct-99,"$40,125.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$12,500.00 ",False,P I F
71644,1538684007,CITY BARBER SHOP,JAL,NM,88252,WESTERN COMMERCE BANK,NM,0,10-Sep-97,1997,44,2,1.0,0,0,1,0,N,Y,6-Feb-02,30-Jun-98,"$16,500.00 ",$0.00 ,"$4,235.00 ","$16,500.00 ","$13,200.00 ",False,CHGOFF
816480,8751974001,POS SOS,THORNDALE,PA,19372,"PNC BANK, NATIONAL ASSOCIATION",DE,454390,30-Mar-05,2005,12,1,1.0,0,1,1,1,Y,N,,30-Apr-05,"$45,000.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$12,500.00 ",False,P I F
732152,7616934003,"TALKMEDIA, INC.",AUSTIN,TX,78703,UNION STATE BANK,TX,541820,16-Jul-04,2004,63,1,1.0,0,0,1,1,N,N,,31-Oct-04,"$40,000.00 ",$0.00 ,$0.00 ,"$40,000.00 ","$34,000.00 ",False,P I F
822981,8832414010,BRIAN M ESSER,MINNESOTA LAKE,MN,56068,U.S. BANK NATIONAL ASSOCIATION,OH,238190,3-May-05,2005,84,1,1.0,0,1,1,2,Y,N,30-Mar-12,31-May-05,"$22,016.00 ",$0.00 ,"$9,888.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
316847,3186775000,"SIGNATURE ELECTRIC, INC.",CLEVELAND,OH,44109,"PNC BANK, NATIONAL ASSOCIATION",DE,238210,13-Aug-08,2008,30,8,1.0,2,8,0,1,N,N,,31-Dec-08,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$50,000.00 ",False,P I F
311599,3149364000,TRAVELODGE,HOBBS,NM,88240,U.S. BANK NATIONAL ASSOCIATION,CA,721110,30-Aug-99,1999,293,12,2.0,0,0,83450,1,N,N,28-Jul-02,30-Aug-00,"$1,108,000.00 ",$0.00 ,"$631,079.00 ","$1,108,000.00 ","$749,894.00 ",False,CHGOFF
673578,6888694002,ROCKY MOUNTAIN CHOCOLATE FACTO,DAVENPORT,IA,52806,NORTHWEST BANK & TRUST COMPANY,IA,311330,6-Nov-03,2004,31,5,1.0,0,5,70554,1,Y,N,,31-Mar-04,"$10,000.00 ",$0.00 ,$0.00 ,"$10,000.00 ","$5,000.00 ",True,P I F
165876,2193673006,WAYNE AVENUE SUPERETTE,PHILADELPHIA,PA,19119,"PNC BANK, NATIONAL ASSOCIATION",PA,0,20-Mar-85,1985,60,1,2.0,0,0,0,0,N,N,19-Nov-92,19-Jun-85,"$37,000.00 ",$0.00 ,"$13,400.00 ","$37,000.00 ","$33,300.00 ",False,CHGOFF
458079,4432093006,THOMAS A. & BRUCE A. HAGEN,NEW ROCKFORD,ND,58421,BANK FORWARD,ND,0,17-Apr-91,1991,180,30,1.0,0,0,1,0,N,N,,31-Jan-92,"$166,000.00 ",$0.00 ,$0.00 ,"$166,000.00 ","$149,400.00 ",False,P I F
688311,7127604008,LITTLE ANTHONY'S,BAR HARBOR,ME,4609,BAR HARBOR BANK & TRUST,ME,722110,28-Jan-04,2004,69,3,2.0,0,0,1,2,N,N,,29-Feb-04,"$120,000.00 ",$0.00 ,$0.00 ,"$120,000.00 ","$102,000.00 ",False,P I F
80256,1598795003,"Dusky R. Farmer D.P.M., LLC",Evansville,IN,47712,FIFTH THIRD BANK,OH,621391,30-Dec-05,2006,61,1,2.0,2,1,0,1,N,N,,31-Jan-06,"$55,200.00 ",$0.00 ,$0.00 ,"$55,200.00 ","$46,920.00 ",False,P I F
147981,2080895009,"CABLE TV PROJECTS, INC.",SPENCERPORT,NY,14559,CITIZENS BANK NATL ASSOC,RI,517510,20-Oct-06,2007,48,8,1.0,0,8,0,1,Y,N,12-Mar-10,30-Nov-06,"$164,879.00 ",$0.00 ,"$72,510.00 ","$73,000.00 ","$36,500.00 ",False,CHGOFF
541833,5310744003,DISASTER SPECIALISTS,GREENSBURG,PA,15601,"READYCAP LENDING, LLC",CA,562910,1-Apr-02,2002,84,25,1.0,0,0,1,1,N,N,18-Jun-08,31-May-02,"$1,000,000.00 ",$0.00 ,"$912,851.00 ","$1,000,000.00 ","$750,000.00 ",False,CHGOFF
519016,5019734005,KENTUCKY FRIED CHICKEN,PEORIA,IL,61614,BUSEY BANK,FL,722211,1-Nov-01,2002,204,38,1.0,12,0,1,1,0,N,,30-Nov-01,"$300,000.00 ",$0.00 ,$0.00 ,"$300,000.00 ","$225,000.00 ",True,P I F
685121,7081124010,RED J ENVIRONMENTAL CORP,JOSEPH CITY,AZ,86032,WELLS FARGO BANK NATL ASSOC,SD,562910,2-Jan-04,2004,69,12,1.0,0,12,1,1,Y,N,,28-Feb-05,"$83,970.00 ",$0.00 ,$0.00 ,"$40,000.00 ","$20,000.00 ",False,P I F
654649,6587334006,ELECTRONIC SORTING SERVICE INC,MADERA,CA,93638,CALIFORNIA BANK & TRUST,CA,561990,13-Aug-03,2003,24,9,1.0,0,9,1,1,0,N,20-Apr-10,31-Aug-03,"$100,000.00 ",$0.00 ,"$43,979.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
498266,4820933000,GORHAM'S GYPSY RESTAURANT,GORHAM,NH,3581,"SOUTHWEST SECURITIES, FSB",TX,0,27-Apr-92,1992,129,12,2.0,0,0,1,0,N,N,4-Apr-02,31-Jul-92,"$325,000.00 ",$0.00 ,"$147,211.00 ","$325,000.00 ","$276,250.00 ",False,CHGOFF
326783,3263355008,"Sunsational Sunrooms, LLC,",SPRINGFIELD,MO,65803,LIBERTY BANK,MO,236118,13-Nov-08,2009,96,10,1.0,0,10,0,1,N,N,23-May-11,30-Nov-08,"$150,000.00 ",$0.00 ,"$127,278.00 ","$150,000.00 ","$127,500.00 ",True,CHGOFF
225968,2597135007,ROHAN CHANDRA,MORGANTOWN,WV,26501,BRANCH BK. & TR CO,NC,453998,26-Jul-07,2007,36,5,2.0,0,5,0,2,N,N,20-Sep-11,31-Aug-07,"$42,900.00 ",$0.00 ,"$16,927.00 ","$25,000.00 ","$12,500.00 ",False,CHGOFF
862912,9290661004,5 TO 1 LOUNGE,HASTINGS,NE,68901,PINNACLE BANK,NE,0,2-Dec-77,1978,120,3,2.0,0,0,0,0,N,N,14-Jun-94,5-Jun-78,"$108,000.00 ",$0.00 ,$0.00 ,"$108,000.00 ","$97,200.00 ",False,CHGOFF
307908,3124306000,TISH'S WOODWORKING,MITCHELL,SD,57301,FIRST DAKOTA NATIONAL BANK,SD,337110,10-Jan-08,2008,63,3,1.0,1,3,1,2,0,N,3-Mar-10,31-Jan-08,"$85,000.00 ",$0.00 ,"$80,765.00 ","$85,000.00 ","$72,250.00 ",False,CHGOFF
506639,4903374000,SINCLAIR CONSTRUCTION SERVICES,WINSTON JUNCTION,NC,27107,WELLS FARGO BANK NATL ASSOC,NC,235910,12-Sep-01,2001,22,8,1.0,0,8,1,1,Y,N,,31-Oct-01,"$50,000.00 ",$0.00 ,$0.00 ,"$50,000.00 ","$25,000.00 ",False,P I F
159491,2155865006,"Susan Kemp Consulting, LLC",Pounghkeepsie,NY,12601,KEYBANK NATIONAL ASSOCIATION,OH,541618,1-Dec-06,2007,99,1,2.0,0,1,0,1,N,N,29-May-09,31-Dec-06,"$30,000.00 ",$0.00 ,"$27,808.00 ","$30,000.00 ","$15,000.00 ",False,CHGOFF
741141,7706794002,"PROVIDENTIAL SERVICES, INC.",BRYANT,AR,72022,SIMMONS FIRST NATIONAL BANK,AR,541211,18-Aug-04,2004,73,12,1.0,0,0,1,2,N,N,1-Oct-08,30-Sep-04,"$150,000.00 ",$0.00 ,"$49,269.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
427684,4138023006,SAFARI GARDEN       .,COUNCIL BLUFFS,IA,51501,U.S. BANK NATIONAL ASSOCIATION,OH,0,15-Jun-90,1990,73,5,2.0,0,0,1,0,N,N,26-Nov-91,31-Jul-90,"$25,200.00 ",$0.00 ,"$22,934.00 ","$25,200.00 ","$22,680.00 ",False,CHGOFF
662175,6697514002,BLUEBERRY BABIES,BOSTON,MA,2130,CITIZENS BANK NATL ASSOC,RI,453220,17-Sep-03,2003,12,2,1.0,0,2,1,1,Y,N,4-Jun-10,31-Mar-04,"$75,000.00 ",$0.00 ,"$24,654.00 ","$75,000.00 ","$37,500.00 ",False,CHGOFF
323075,3231943000,"WOOD SAW MILL, INC.",SPEARFISH,SD,57783,GREAT WESTERN BANK,SD,0,11-May-88,1988,75,70,1.0,0,0,0,0,N,N,20-Aug-93,29-Jun-88,"$460,000.00 ",$0.00 ,$0.00 ,"$460,000.00 ","$345,000.00 ",False,CHGOFF
227341,2607264009,"D&K PERFORMANCE, L.L.P.",LEHI,UT,84043,ZIONS FIRST NATIONAL BANK,UT,811111,14-Dec-98,1999,72,8,2.0,0,0,1,0,N,N,12-Sep-05,6-Jan-99,"$190,000.00 ",$0.00 ,"$126,543.00 ","$190,000.00 ","$142,500.00 ",False,CHGOFF
222835,2575654002,THE SKIN IMPROVEMENT CENTER,FALLS CITY,NE,68355,AUBURN STATE BANK,NE,812112,7-Dec-98,1999,43,1,2.0,0,0,1,0,0,Y,12-Jul-02,31-Dec-98,"$8,000.00 ",$0.00 ,"$5,491.00 ","$8,000.00 ","$6,400.00 ",False,CHGOFF
201013,2418274002,JAMESTOWN'S INONSTONE REST INC,JAMESTOWN,NY,14701,KEYBANK NATIONAL ASSOCIATION,NY,722110,28-Oct-98,1999,25,23,2.0,0,0,1,0,N,N,,6-Nov-99,"$25,000.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$18,750.00 ",False,P I F
465250,4496864007,BRADLEY & RENDA RURKA DBA MONT,COLDWATER,MI,49255,SOUTHERN MICHIGAN BANK & TRUST,MI,447110,8-May-01,2001,110,3,1.0,0,0,1,2,0,Y,22-Apr-08,30-Sep-01,"$40,000.00 ",$0.00 ,"$19,417.00 ","$100,000.00 ","$85,000.00 ",False,CHGOFF
